Data long,Data,Numero1,Numero2,Numero3,Numero4,Numero5,Numero6,NumeroJ,NumeroS
6 October 2016,42649,2,12,26,52,59,80,16,4
4 October 2016,42647,47,49,67,80,84,85,21,26
1 October 2016,42644,18,19,57,74,80,82,29,89
29 September 2016,42642,11,40,41,44,67,70,68,90
27 September 2016,42640,36,41,55,81,83,85,51,7
24 September 2016,42637,3,16,22,31,45,56,37,12
22 September 2016,42635,4,11,34,49,55,83,85,14
20 September 2016,42633,45,46,48,52,77,78,21,36
17 September 2016,42630,2,4,10,59,68,88,58,31
15 September 2016,42628,14,18,30,48,53,86,71,31
13 September 2016,42626,9,22,48,66,68,83,62,48
10 September 2016,42623,9,13,16,49,64,65,58,81
8 September 2016,42621,6,12,47,51,60,79,54,67
6 September 2016,42619,7,30,34,61,84,88,25,27
3 September 2016,42616,4,29,35,46,82,85,13,41
1 September 2016,42614,4,18,43,60,69,85,87,63
30 August 2016,42612,6,9,17,47,66,86,21,49
27 August 2016,42609,1,32,37,54,66,81,90,47
25 August 2016,42607,16,28,40,43,57,61,8,5
23 August 2016,42605,4,28,48,67,68,84,2,23
20 August 2016,42602,10,29,35,44,49,65,50,57
18 August 2016,42600,8,39,59,65,82,83,41,60
16 August 2016,42598,9,12,18,63,64,73,88,76
13 August 2016,42595,2,25,43,72,87,89,74,47
11 August 2016,42593,31,65,78,85,89,90,34,80
9 August 2016,42591,12,27,34,76,77,85,78,52
6 August 2016,42588,23,34,58,61,71,77,53,18
4 August 2016,42586,25,37,40,61,65,77,23,32
2 August 2016,42584,34,54,57,84,89,90,44,48
30 July 2016,42581,15,22,26,45,48,82,64,70
28 July 2016,42579,29,37,38,61,63,85,59,48
26 July 2016,42577,4,13,15,18,72,76,69,8
23 July 2016,42574,1,30,42,61,76,88,71,52
21 July 2016,42572,19,27,35,56,60,89,47,45
19 July 2016,42570,4,10,28,29,48,52,3,80
16 July 2016,42567,26,37,43,67,75,78,10,67
14 July 2016,42565,38,56,61,67,72,82,87,60
12 July 2016,42563,1,41,59,63,81,85,74,30
9 July 2016,42560,12,34,44,45,53,68,81,82
7 July 2016,42558,1,4,32,59,70,86,89,40
5 July 2016,42556,22,26,43,50,59,65,20,35
2 July 2016,42553,8,9,22,43,50,56,20,39
30 June 2016,42551,30,31,32,34,50,51,75,24
28 June 2016,42549,5,23,44,59,60,83,50,42
25 June 2016,42546,11,14,44,54,85,87,35,46
23 June 2016,42544,17,18,25,43,66,87,1,57
21 June 2016,42542,4,30,31,45,49,85,11,67
18 June 2016,42539,24,25,45,51,52,63,19,5
16 June 2016,42537,18,19,29,47,59,68,21,53
14 June 2016,42535,25,31,33,42,58,86,3,43
11 June 2016,42532,27,30,34,40,52,68,50,51
9 June 2016,42530,9,14,61,76,80,83,44,52
7 June 2016,42528,24,29,45,63,65,70,8,59
6 June 2016,42527,3,54,56,57,75,90,1,62
4 June 2016,42525,8,10,18,64,85,87,3,40
31 May 2016,42521,8,18,33,41,62,71,1,42
28 May 2016,42518,3,5,12,17,44,51,18,39
26 May 2016,42516,1,32,34,58,64,86,52,58
24 May 2016,42514,14,16,45,47,48,86,23,45
21 May 2016,42511,9,11,20,35,66,68,90,68
19 May 2016,42509,15,39,54,62,71,74,60,30
17 May 2016,42507,1,10,19,44,68,74,56,81
14 May 2016,42504,11,19,56,72,73,75,90,68
12 May 2016,42502,10,25,52,54,59,84,42,52
10 May 2016,42500,25,26,49,54,55,66,16,50
7 May 2016,42497,3,32,34,36,82,87,12,1
5 May 2016,42495,7,20,25,32,75,90,12,84
3 May 2016,42493,14,29,58,72,75,85,71,77
30 April 2016,42490,22,38,47,51,61,85,87,48
28 April 2016,42488,10,11,24,30,48,63,7,41
26 April 2016,42486,38,49,51,59,77,90,35,10
23 April 2016,42483,10,11,15,33,79,83,27,27
21 April 2016,42481,1,15,30,50,54,62,71,82
19 April 2016,42479,14,30,61,86,88,90,89,60
16 April 2016,42476,8,12,23,58,86,89,62,36
14 April 2016,42474,1,2,6,42,67,83,80,11
12 April 2016,42472,34,50,55,72,79,89,1,3
9 April 2016,42469,2,5,12,33,54,59,18,89
7 April 2016,42467,38,42,45,59,66,87,5,26
5 April 2016,42465,12,23,28,32,42,85,31,62
2 April 2016,42462,2,24,65,75,81,88,6,79
31 March 2016,42460,17,28,63,78,84,88,34,39
29 March 2016,42458,29,55,65,71,73,77,5,2
26 March 2016,42455,28,43,67,68,72,79,18,60
24 March 2016,42453,14,24,26,57,67,89,28,5
22 March 2016,42451,17,31,32,43,59,71,2,50
19 March 2016,42448,18,41,51,56,72,76,68,61
17 March 2016,42446,1,12,65,67,76,86,89,8
15 March 2016,42444,2,4,17,19,38,56,80,23
12 March 2016,42441,29,37,52,67,80,82,68,81
10 March 2016,42439,9,16,18,22,65,71,84,50
8 March 2016,42437,8,27,32,51,52,89,49,24
5 March 2016,42434,6,8,68,77,80,86,27,39
3 March 2016,42432,8,16,29,49,56,62,44,13
1 March 2016,42430,15,20,25,30,45,55,73,24
27 February 2016,42427,19,22,28,48,49,85,78,52
25 February 2016,42425,14,33,52,67,71,81,80,35
23 February 2016,42423,2,14,58,74,80,82,86,10
20 February 2016,42420,29,32,33,49,54,85,16,44
18 February 2016,42418,12,26,30,51,57,89,54,53
16 February 2016,42416,2,10,27,34,38,40,72,46
13 February 2016,42413,2,30,49,66,74,80,33,29
11 February 2016,42411,17,27,45,53,71,74,21,59
9 February 2016,42409,11,26,46,56,58,78,60,71
6 February 2016,42406,10,24,36,63,77,89,81,39
4 February 2016,42404,7,21,31,39,46,69,77,50
2 February 2016,42402,19,38,40,56,65,80,35,1
30 January 2016,42399,13,24,51,68,77,81,76,69
28 January 2016,42397,2,6,15,39,80,83,47,48
26 January 2016,42395,24,45,50,60,63,87,71,80
23 January 2016,42392,4,5,8,14,32,49,18,1
21 January 2016,42390,2,12,32,57,61,81,54,75
19 January 2016,42388,13,18,35,43,51,66,72,27
16 January 2016,42385,11,17,48,52,70,90,29,43
14 January 2016,42383,5,8,17,41,46,87,30,57
12 January 2016,42381,3,9,28,42,50,79,87,27
9 January 2016,42378,20,26,36,50,51,74,83,60
7 January 2016,42376,10,38,61,62,74,86,69,70
5 January 2016,42374,7,20,40,56,60,90,76,51
2 January 2016,42371,1,17,39,41,56,65,18,42
31 December 2015,42369,15,26,29,77,81,90,37,48
29 December 2015,42367,15,20,57,72,76,89,30,22
28 December 2015,42366,5,38,48,52,81,88,65,2
24 December 2015,42362,6,8,24,28,36,63,79,73
22 December 2015,42360,18,22,23,57,60,69,14,6
19 December 2015,42357,7,22,46,50,55,73,14,64
17 December 2015,42355,11,44,56,81,83,87,9,6
15 December 2015,42353,5,30,36,63,84,85,37,48
12 December 2015,42350,18,20,46,47,55,66,75,38
10 December 2015,42348,1,19,20,56,60,83,63,46
9 December 2015,42347,21,54,62,63,82,83,37,25
5 December 2015,42343,1,28,34,42,49,77,65,42
3 December 2015,42341,38,46,53,65,77,84,80,63
1 December 2015,42339,31,39,55,58,85,87,86,70
28 November 2015,42336,20,23,28,51,65,81,87,68
26 November 2015,42334,12,36,45,67,77,88,11,6
24 November 2015,42332,52,54,70,80,82,84,66,82
21 November 2015,42329,13,25,33,53,75,83,38,59
19 November 2015,42327,25,28,44,52,87,89,10,9
17 November 2015,42325,27,29,39,54,59,74,79,25
14 November 2015,42322,19,56,73,84,85,86,2,80
12 November 2015,42320,19,22,31,41,54,87,38,47
10 November 2015,42318,8,31,33,38,66,77,3,61
7 November 2015,42315,2,19,22,46,51,54,83,10
5 November 2015,42313,17,21,29,33,43,62,85,75
3 November 2015,42311,30,41,47,71,79,86,83,78
31 October 2015,42308,6,25,26,52,86,88,61,80
29 October 2015,42306,4,16,40,57,71,84,62,84
27 October 2015,42304,14,15,48,50,74,83,84,50
24 October 2015,42301,9,14,33,38,46,87,2,79
22 October 2015,42299,1,6,32,50,51,81,4,27
20 October 2015,42297,18,34,58,60,64,88,5,80
17 October 2015,42294,4,6,61,63,65,72,9,9
15 October 2015,42292,7,9,16,24,32,40,17,40
13 October 2015,42290,35,36,63,71,75,89,15,90
10 October 2015,42287,32,41,45,47,78,90,59,1
8 October 2015,42285,23,32,33,55,84,90,2,5
6 October 2015,42283,8,11,17,27,62,84,41,20
3 October 2015,42280,2,4,14,31,43,61,11,42
1 October 2015,42278,2,17,21,49,69,74,79,6
29 September 2015,42276,17,25,41,45,57,82,22,38
26 September 2015,42273,1,37,69,74,77,89,28,35
24 September 2015,42271,1,32,36,61,78,80,79,85
22 September 2015,42269,10,26,50,55,62,81,27,65
19 September 2015,42266,9,32,40,49,52,60,5,89
17 September 2015,42264,8,9,42,71,78,79,62,21
15 September 2015,42262,9,17,20,32,35,56,24,19
12 September 2015,42259,11,24,46,48,68,82,5,69
10 September 2015,42257,10,14,15,34,75,88,1,79
8 September 2015,42255,41,50,54,60,75,88,62,26
5 September 2015,42252,24,30,36,42,71,86,32,26
3 September 2015,42250,13,18,19,49,78,87,45,22
1 September 2015,42248,13,30,38,48,50,77,29,64
29 August 2015,42245,7,28,44,55,57,78,14,77
27 August 2015,42243,2,4,12,40,50,80,13,89
25 August 2015,42241,3,18,19,65,81,88,70,74
22 August 2015,42238,6,7,9,14,17,35,27,87
20 August 2015,42236,4,14,31,68,70,74,73,10
18 August 2015,42234,20,30,45,50,76,86,3,1
17 August 2015,42233,1,4,50,70,71,76,84,10
13 August 2015,42229,4,17,34,41,66,78,30,64
11 August 2015,42227,17,25,32,42,71,85,60,45
8 August 2015,42224,3,7,17,26,55,72,41,89
6 August 2015,42222,2,27,36,39,53,79,72,44
4 August 2015,42220,34,53,77,78,83,89,87,83
1 August 2015,42217,2,26,34,58,80,81,23,42
30 July 2015,42215,13,18,25,26,35,61,60,56
28 July 2015,42213,4,26,34,66,67,81,88,26
25 July 2015,42210,2,20,21,40,45,65,15,19
23 July 2015,42208,33,41,44,48,68,75,56,8
21 July 2015,42206,1,21,63,70,79,84,25,24
18 July 2015,42203,22,42,47,62,70,72,90,68
16 July 2015,42201,22,27,29,49,69,87,73,86
14 July 2015,42199,12,17,32,47,74,86,8,23
11 July 2015,42196,8,30,34,39,42,58,80,1
9 July 2015,42194,8,54,59,66,86,89,15,4
7 July 2015,42192,19,25,31,78,83,88,18,86
4 July 2015,42189,8,30,38,51,62,66,14,2
2 July 2015,42187,8,17,30,61,78,88,56,15
30 June 2015,42185,4,11,16,25,34,59,75,84
27 June 2015,42182,17,22,45,48,53,61,26,65
25 June 2015,42180,18,46,63,68,73,79,28,59
23 June 2015,42178,20,24,26,33,42,80,29,34
20 June 2015,42175,6,11,21,65,66,85,23,18
18 June 2015,42173,18,21,28,62,84,90,41,48
16 June 2015,42171,6,28,55,57,78,83,67,16
13 June 2015,42168,19,35,36,38,45,80,17,5
11 June 2015,42166,26,48,52,61,75,79,82,73
9 June 2015,42164,15,21,58,80,82,86,49,64
6 June 2015,42161,16,24,34,40,41,57,13,89
4 June 2015,42159,14,17,23,45,87,88,46,14
3 June 2015,42158,3,28,37,42,67,86,1,79
30 May 2015,42154,13,33,39,56,65,86,52,75
28 May 2015,42152,6,33,57,61,80,83,53,18
26 May 2015,42150,6,9,21,69,77,78,90,80
23 May 2015,42147,4,24,29,31,39,71,19,14
21 May 2015,42145,17,21,23,51,65,87,53,48
19 May 2015,42143,6,20,43,44,46,67,85,52
16 May 2015,42140,3,32,39,65,75,76,51,57
14 May 2015,42138,19,25,42,51,55,56,24,75
12 May 2015,42136,10,19,48,78,85,90,22,42
9 May 2015,42133,31,40,52,55,62,76,17,44
7 May 2015,42131,12,32,43,46,58,77,18,1
5 May 2015,42129,7,31,33,78,86,87,72,88
2 May 2015,42126,6,34,45,46,59,73,35,56
30 April 2015,42124,18,28,31,33,55,78,81,8
28 April 2015,42122,10,41,59,61,65,71,8,37
27 April 2015,42121,8,26,39,56,78,85,49,3
23 April 2015,42117,8,13,27,34,47,83,6,22
21 April 2015,42115,4,17,52,59,67,84,88,13
18 April 2015,42112,10,11,18,36,47,85,48,6
16 April 2015,42110,37,38,43,69,79,86,72,53
14 April 2015,42108,36,45,56,79,81,90,52,44
11 April 2015,42105,26,54,55,73,86,90,3,19
9 April 2015,42103,7,25,30,44,47,68,53,4
7 April 2015,42101,4,18,20,68,72,77,21,41
4 April 2015,42098,11,38,44,48,56,83,28,90
2 April 2015,42096,33,36,61,66,83,85,20,81
31 March 2015,42094,3,15,23,33,46,78,54,5
28 March 2015,42091,5,22,60,71,74,81,88,31
26 March 2015,42089,10,21,40,46,79,84,35,62
24 March 2015,42087,8,17,29,32,65,90,81,37
21 March 2015,42084,4,7,9,19,55,58,83,40
19 March 2015,42082,5,7,20,38,57,85,23,8
17 March 2015,42080,10,13,21,36,66,69,73,46
14 March 2015,42077,28,30,39,46,68,89,5,3
12 March 2015,42075,7,36,38,63,73,90,78,67
10 March 2015,42073,9,19,68,70,71,81,39,37
7 March 2015,42070,26,36,56,68,73,81,62,5
5 March 2015,42068,35,44,62,74,82,90,68,19
3 March 2015,42066,16,26,48,61,63,87,81,17
28 February 2015,42063,5,10,34,48,56,87,23,40
26 February 2015,42061,17,41,44,57,73,86,24,68
24 February 2015,42059,6,29,56,72,82,83,76,24
21 February 2015,42056,5,16,33,48,57,87,79,5
19 February 2015,42054,23,35,44,49,66,84,2,75
17 February 2015,42052,20,27,40,60,61,66,11,69
14 February 2015,42049,13,31,32,57,60,79,90,10
12 February 2015,42047,25,32,44,56,77,87,28,44
10 February 2015,42045,30,59,72,74,77,78,9,27
7 February 2015,42042,24,27,38,40,56,81,66,3
5 February 2015,42040,7,8,10,45,49,53,20,49
3 February 2015,42038,12,29,43,56,60,75,10,59
31 January 2015,42035,8,44,54,58,59,86,73,50
29 January 2015,42033,27,29,58,64,67,80,54,73
27 January 2015,42031,5,10,47,59,66,73,53,21
24 January 2015,42028,22,23,24,59,63,81,44,82
22 January 2015,42026,11,12,44,57,77,89,76,41
20 January 2015,42024,2,11,15,39,84,87,52,1
17 January 2015,42021,18,22,31,54,71,80,52,43
15 January 2015,42019,2,5,7,12,23,42,9,9
13 January 2015,42017,9,10,36,67,76,83,72,76
10 January 2015,42014,2,13,22,37,48,90,8,78
8 January 2015,42012,6,9,29,41,50,90,13,32
7 January 2015,42011,9,16,19,26,28,46,71,16
5 January 2015,42009,16,37,48,68,84,90,11,12
3 January 2015,42007,14,26,31,40,58,68,76,45
30 December 2014,42003,5,24,51,76,77,79,8,63
27 December 2014,42000,15,25,31,39,82,88,74,4
24 December 2014,41997,33,46,53,58,73,85,80,26
23 December 2014,41996,18,22,55,58,62,89,51,10
20 December 2014,41993,1,13,24,26,29,77,60,6
18 December 2014,41991,19,28,48,52,82,89,11,37
16 December 2014,41989,15,35,45,69,82,84,76,29
13 December 2014,41986,12,13,19,37,64,70,80,8
11 December 2014,41984,20,22,24,25,48,79,42,80
9 December 2014,41982,2,23,35,46,47,63,60,55
6 December 2014,41979,10,11,21,54,73,82,66,58
4 December 2014,41977,7,52,57,65,83,85,84,16
2 December 2014,41975,9,25,35,59,76,81,85,14
29 November 2014,41972,3,14,35,63,73,80,62,42
27 November 2014,41970,13,18,26,53,54,70,45,54
25 November 2014,41968,17,36,62,67,70,87,68,6
22 November 2014,41965,22,25,55,58,82,85,62,85
20 November 2014,41963,42,45,48,56,68,83,82,4
18 November 2014,41961,38,58,65,66,72,88,34,40
15 November 2014,41958,28,42,62,64,79,80,18,61
13 November 2014,41956,2,38,47,50,55,79,87,41
11 November 2014,41954,23,27,39,41,52,64,61,59
8 November 2014,41951,21,33,69,73,81,84,51,43
6 November 2014,41949,46,58,59,82,88,90,45,86
4 November 2014,41947,13,18,23,29,58,88,44,2
3 November 2014,41946,7,9,32,35,40,48,62,32
30 October 2014,41942,22,39,45,53,74,86,15,77
28 October 2014,41940,26,30,32,36,44,61,57,56
25 October 2014,41937,8,28,44,57,85,88,80,33
23 October 2014,41935,7,21,44,53,59,64,57,12
21 October 2014,41933,18,34,41,43,46,55,82,5
18 October 2014,41930,20,40,44,53,66,72,73,44
16 October 2014,41928,6,9,24,49,78,79,45,18
14 October 2014,41926,19,21,38,45,51,69,1,9
11 October 2014,41923,6,11,28,43,56,83,50,1
9 October 2014,41921,17,20,26,41,45,89,59,48
7 October 2014,41919,7,15,17,18,26,53,59,29
4 October 2014,41916,2,6,11,62,70,71,17,58
2 October 2014,41914,3,9,42,50,56,88,90,46
30 September 2014,41912,28,33,49,55,59,76,47,85
27 September 2014,41909,1,9,12,14,58,84,10,7
25 September 2014,41907,4,45,59,77,78,79,56,1
23 September 2014,41905,6,25,42,59,78,89,33,11
20 September 2014,41902,15,36,39,50,57,76,89,4
18 September 2014,41900,11,19,37,41,62,77,4,45
16 September 2014,41898,1,15,16,23,24,52,83,51
13 September 2014,41895,7,20,25,51,65,87,58,50
11 September 2014,41893,13,14,56,58,79,82,41,34
9 September 2014,41891,12,20,26,41,70,78,83,27
6 September 2014,41888,26,33,53,61,73,82,23,21
4 September 2014,41886,31,39,41,53,67,83,15,47
2 September 2014,41884,6,20,27,31,32,36,88,4
30 August 2014,41881,23,38,43,46,60,75,79,31
28 August 2014,41879,22,39,51,78,83,84,59,71
26 August 2014,41877,1,20,44,56,59,69,25,36
23 August 2014,41874,16,45,51,58,60,71,8,77
21 August 2014,41872,4,31,52,73,76,84,27,78
19 August 2014,41870,15,30,62,63,67,74,13,9
16 August 2014,41867,31,63,64,68,69,71,13,80
14 August 2014,41865,4,12,24,61,73,75,56,9
12 August 2014,41863,11,24,34,39,68,86,85,13
9 August 2014,41860,9,10,26,53,68,72,60,66
7 August 2014,41858,10,29,50,59,79,80,11,39
5 August 2014,41856,2,19,22,41,77,89,90,4
2 August 2014,41853,29,38,54,58,72,86,81,65
31 July 2014,41851,14,19,22,66,80,90,47,28
29 July 2014,41849,32,45,56,74,87,89,25,26
26 July 2014,41846,1,10,26,28,29,62,52,87
24 July 2014,41844,4,12,13,55,73,86,79,89
22 July 2014,41842,7,32,58,60,66,69,25,50
19 July 2014,41839,29,48,49,54,75,87,43,40
17 July 2014,41837,6,11,12,28,59,79,4,54
15 July 2014,41835,5,15,17,31,32,40,41,38
12 July 2014,41832,11,20,48,52,70,74,49,36
10 July 2014,41830,3,11,18,30,51,85,7,56
8 July 2014,41828,5,8,32,43,59,85,89,80
5 July 2014,41825,15,31,38,47,55,82,62,49
3 July 2014,41823,1,13,21,25,61,63,69,6
1 July 2014,41821,31,35,48,64,65,89,58,90
28 June 2014,41818,17,20,41,42,49,81,48,25
26 June 2014,41816,8,43,61,62,70,86,80,8
24 June 2014,41814,3,22,31,42,73,88,60,13
21 June 2014,41811,14,61,69,79,81,85,32,7
19 June 2014,41809,16,19,24,36,39,81,25,69
17 June 2014,41807,21,29,43,53,66,89,4,14
14 June 2014,41804,3,31,45,48,71,76,75,70
12 June 2014,41802,13,18,19,27,50,69,68,37
10 June 2014,41800,27,29,30,42,48,73,11,5
7 June 2014,41797,12,18,39,46,56,63,3,16
5 June 2014,41795,11,31,43,70,74,80,65,72
3 June 2014,41793,3,25,26,29,48,79,56,45
31 May 2014,41790,1,6,7,10,14,56,16,49
29 May 2014,41788,27,32,33,52,73,84,63,10
27 May 2014,41786,32,37,52,53,66,83,87,38
24 May 2014,41783,3,22,38,70,77,81,32,22
22 May 2014,41781,8,23,48,56,59,78,6,77
20 May 2014,41779,10,17,41,45,69,78,2,32
17 May 2014,41776,5,31,36,68,75,90,52,35
15 May 2014,41774,20,47,56,64,66,67,24,24
13 May 2014,41772,3,5,16,54,58,68,82,41
10 May 2014,41769,8,39,40,57,69,81,28,88
8 May 2014,41767,6,9,54,70,78,79,22,90
6 May 2014,41765,1,3,4,60,70,73,57,36
5 May 2014,41764,27,44,46,50,54,69,36,15
3 May 2014,41762,15,33,45,60,72,85,44,60
29 April 2014,41758,27,33,40,52,76,86,62,17
26 April 2014,41755,3,9,13,25,42,81,24,5
24 April 2014,41753,5,7,11,67,70,85,20,17
22 April 2014,41751,14,16,21,24,62,78,1,75
19 April 2014,41748,42,45,56,75,79,90,88,17
17 April 2014,41746,11,20,51,63,68,88,28,40
15 April 2014,41744,3,26,33,44,48,49,57,70
12 April 2014,41741,14,29,34,62,65,89,63,31
10 April 2014,41739,22,25,46,52,54,65,51,61
8 April 2014,41737,11,61,64,76,82,87,15,76
5 April 2014,41734,9,31,33,37,79,86,12,50
3 April 2014,41732,40,47,59,64,79,89,66,18
1 April 2014,41730,7,56,66,72,73,90,78,73
29 March 2014,41727,12,21,57,68,86,88,82,21
27 March 2014,41725,8,12,47,64,83,88,41,56
25 March 2014,41723,28,36,42,70,74,78,32,5
22 March 2014,41720,19,22,31,38,87,89,46,49
20 March 2014,41718,15,18,28,49,51,77,65,70
18 March 2014,41716,38,39,46,58,66,83,55,44
15 March 2014,41713,1,5,22,24,41,43,38,71
13 March 2014,41711,10,28,40,57,58,78,60,33
11 March 2014,41709,49,51,53,56,58,81,12,37
8 March 2014,41706,35,45,50,51,82,87,30,38
6 March 2014,41704,15,61,66,67,76,79,68,40
4 March 2014,41702,40,46,51,61,65,76,71,65
1 March 2014,41699,7,8,47,56,79,90,9,18
27 February 2014,41697,19,32,54,59,68,86,45,53
25 February 2014,41695,26,51,52,54,70,88,65,45
22 February 2014,41692,17,19,28,34,38,82,40,62
20 February 2014,41690,14,26,47,63,78,80,37,68
18 February 2014,41688,15,36,49,62,75,82,39,23
15 February 2014,41685,18,31,62,64,72,77,69,49
13 February 2014,41683,9,11,17,20,33,75,32,46
11 February 2014,41681,12,27,38,43,65,67,71,9
8 February 2014,41678,8,16,41,52,64,74,81,62
6 February 2014,41676,9,12,14,61,79,90,26,63
4 February 2014,41674,3,12,25,33,59,85,77,12
1 February 2014,41671,3,6,41,44,48,73,84,46
30 January 2014,41669,7,21,28,45,59,90,74,65
28 January 2014,41667,9,17,27,29,59,67,34,70
25 January 2014,41664,22,34,53,59,62,88,36,57
23 January 2014,41662,3,6,12,13,19,67,39,24
21 January 2014,41660,5,23,35,54,56,62,53,88
18 January 2014,41657,14,18,38,41,74,78,58,70
16 January 2014,41655,3,18,34,37,40,47,55,85
14 January 2014,41653,4,7,25,74,82,87,3,33
11 January 2014,41650,11,37,39,52,68,90,12,56
9 January 2014,41648,15,17,24,41,70,87,71,7
7 January 2014,41646,14,47,48,58,60,69,26,41
4 January 2014,41643,19,26,30,47,69,81,90,30
2 January 2014,41641,49,55,57,64,70,77,85,45
31 December 2013,41639,25,60,62,76,82,87,8,47
28 December 2013,41636,39,52,69,70,74,82,40,80
24 December 2013,41632,10,39,45,65,74,86,60,17
23 December 2013,41631,15,43,48,54,55,76,79,89
21 December 2013,41629,2,14,17,21,22,26,78,77
19 December 2013,41627,10,23,27,39,70,82,65,35
17 December 2013,41625,12,22,27,43,60,72,8,73
14 December 2013,41622,5,33,44,46,66,76,81,76
12 December 2013,41620,10,19,32,49,53,66,16,52
10 December 2013,41618,10,16,20,57,65,89,5,22
7 December 2013,41615,2,16,42,67,75,87,89,75
5 December 2013,41613,28,34,42,68,71,88,7,21
3 December 2013,41611,12,40,42,66,73,80,30,63
30 November 2013,41608,10,11,35,42,52,89,84,58
28 November 2013,41606,31,51,55,66,73,78,88,22
26 November 2013,41604,20,25,30,45,75,79,15,84
23 November 2013,41601,6,10,19,71,72,89,52,77
21 November 2013,41599,28,37,52,57,64,66,43,58
19 November 2013,41597,14,15,39,47,53,76,67,45
16 November 2013,41594,16,36,54,55,63,69,85,20
14 November 2013,41592,23,45,54,61,69,75,52,29
12 November 2013,41590,16,26,30,52,57,83,61,7
9 November 2013,41587,10,22,39,55,81,89,43,58
7 November 2013,41585,9,19,21,50,61,82,71,68
5 November 2013,41583,4,9,10,76,78,87,66,16
2 November 2013,41580,1,12,67,75,81,90,76,66
31 October 2013,41578,13,18,26,37,46,48,42,62
29 October 2013,41576,12,23,49,53,67,83,13,59
